ADUA,PAIS,COD_PAI4,COD_SAL,VIA,BANDERA,MODAD,DPTO2,UNID,CODUNI2,CANTI,PBK,PNK,FOBDOL,FOBPES,AGRENA,FLETES,SEGURO,OTROSG
90,239,ECU,BOG,4,239,199,5,11,U,420.0,48.0,57.0,42.0,76.0,8094.0,24.0,25258561.0,57.0
48,249,USA,CTG,1,434,104,5,61,L,8316.0,12396.0,36.0,11952.0,84.0,30824.0,64.0,99070392.0,92.0
3,399,JPN,BOG,4,249,198,11,11,U,28800.0,1043.0,921.0,7176.0,22507452.0,24.0,0.0,0.0,0.0
19,815,TTO,SMR,1,580,198,11,33,KG,17000.0,17662.0,91.0,17000.0,67830.0,217816613.0,7.0,0.0,849.0
35,345,HND,CTG,1,741,198,76,33,KG,3939.0,78.0,4632.0,25.0,3939.0,78.0,22374.0,61.0,70715402.0
3,211,CHL,BOG,4,211,198,11,33,KG,465.0,1.0,500.0,465.0,1.0,1573.0,97.0,4958918.0,4.0
3,149,CAN,BOG,4,249,198,11,11,U,330970.0,19474.0,17875.0,100231.0,4.0,314744509.0,5.0,98659.0,72.0
48,249,USA,CTG,1,434,198,11,33,KG,90.0,88.0,98.0,78.0,90.0,88.0,582.0,24.0,1830108.0
37,239,ECU,IPI,3,169,198,76,33,KG,3829.0,4144.0,22.0,3829.0,13094.0,63.0,41788424.0,45.0,0.0
37,239,ECU,IPI,3,239,199,5,11,U,114.0,74.0,24.0,61.0,56.0,427.0,5.0,1340849.0,47.0
48,196,CRI,CTG,1,628,198,5,33,KG,4388.0,65.0,4501.0,5.0,4388.0,65.0,13102.0,1.0,41278930.0
3,493,MEX,BOG,4,493,198,25,33,KG,14.0,29.0,17.0,33.0,14.0,29.0,304.0,46.0,954966.0
3,196,CRI,BOG,4,589,198,11,11,U,1.0,,46.0,,45.0,6.0,55.0,20681.0,75.0
90,249,USA,MDE,4,169,198,5,11,U,598.0,381.0,332.0,3288.0,5.0,10527150.0,12.0,0.0,0.0
41,386,ITA,TRB,1,741,198,5,33,KG,352652.0,385739.0,38.0,352652.0,123060.0,6.0,387712265.0,1.0,92362.0
48,647,DOM,CTG,1,741,198,76,33,KG,947.0,18.0,1053.0,63.0,947.0,18.0,2411.0,99.0,7599167.0
3,830,UKR,BOG,4,253,198,25,11,U,14200.0,275.0,250.0,6176.0,25.0,19371746.0,36.0,0.0,0.0
35,190,KOR,BUN,1,580,198,5,33,KG,4500.0,4807.0,8.0,4500.0,86238.0,269110853.0,3.0,0.0,0.0
3,245,ESP,BOG,4,245,198,5,11,U,496.0,88.0,73.0,351.0,35.0,1127327.0,55.0,0.0,0.0
48,337,GUY,CTG,1,580,198,11,11,U,1240000.0,12960.0,51.0,11867.0,5.0,49552.0,56.0,155426064.0,2.0
19,249,USA,SMR,1,580,198,47,33,KG,53251.0,2.0,59919.0,68.0,53251.0,2.0,91539.0,93.0,295260934.0
3,580,PAN,BOG,4,169,198,11,33,KG,68.0,72.0,38.0,68.0,38689.0,15.0,122161764.0,9.0,36864.0
37,239,ECU,IPI,3,239,198,11,11,U,12009.0,8408.0,8390.0,30707.0,31.0,98526246.0,57.0,0.0,0.0
37,239,ECU,IPI,3,169,199,25,11,U,47019.0,203.0,62.0,193.0,22.0,521.0,79.0,1636589.0,11.0
3,149,CAN,BOG,4,149,198,11,19,2U,235.0,925.0,832.0,5.0,14311.0,5.0,44984193.0,3.0,0.0
90,249,USA,MDE,4,249,198,5,33,KG,100.0,118.0,92.0,100.0,680.0,2149153.0,6.0,0.0,0.0
37,239,ECU,IPI,3,169,198,76,33,KG,840.0,913.0,54.0,840.0,7212.0,26.0,22815696.0,1.0,0.0
88,911,XCF,CLO,3,169,199,76,33,KG,1000.0,1010.0,1000.0,679.0,24.0,2207360.0,19.0,0.0,71.0
90,249,USA,MDE,4,169,198,5,11,U,68693.0,9219.0,8297.0,31991.0,5.0,100582801.0,9.0,0.0,0.0
19,573,NLD,SMR,1,434,198,25,33,KG,20.0,23.0,6.0,20.0,14.0,9.0,46496.0,34.0,0.0
90,249,USA,MDE,4,580,198,5,11,U,1.0,30.0,27.0,30.0,94384.0,2.0,0.0,0.0,0.0
3,69,AUS,BOG,4,169,198,25,11,U,7160.0,431.0,320.0,2199.0,6.0,6899023.0,4.0,2171.0,53.0
90,249,USA,MDE,4,169,104,5,11,U,40.0,20.0,18.0,384.0,4.0,1249203.0,9.0,0.0,0.0
48,580,PAN,CTG,1,580,198,25,33,KG,3451.0,3.0,3632.0,22.0,3451.0,3.0,24241.0,93.0,76268505.0
90,149,CAN,MDE,4,211,198,5,11,U,40800.0,1835.0,1743.0,25.0,4488.0,14546505.0,6.0,3852.0,37.0
3,628,GBR,BOG,4,249,198,25,11,U,30000.0,1232.0,71.0,700.0,4800.0,15184608.0,4604.0,41.0,0.0
48,249,USA,CTG,1,580,199,25,11,U,290520.0,225153.0,225153.0,175368.0,9.0,557552713.0,3.0,167496.0,88.0
35,211,CHL,BUN,1,23,198,5,33,KG,25572.0,25738.0,22.0,25572.0,16598.0,8.0,52531052.0,3.0,0.0
48,23,DEU,CTG,1,23,199,11,33,KG,8012.0,88.0,8540.0,8012.0,88.0,51857.0,3.0,162649056.0,21196.0
37,239,ECU,IPI,3,239,199,5,33,KG,13450.0,1.0,16691.0,35.0,13450.0,1.0,72836.0,33.0,228499048.0
35,589,PER,BUN,1,351,198,5,33,KG,568.0,11.0,585.0,54.0,568.0,11.0,13890.0,97.0,43620285.0
87,249,USA,BAQ,1,43,198,25,11,U,48976.0,149103.0,86.0,146725.0,96.0,44018.0,9.0,139308813.0,8.0
90,190,KOR,MDE,4,169,198,5,11,U,14360.0,3690.0,2642.0,11312.0,36335234.0,56.0,0.0,0.0,0.0
3,249,USA,BOG,4,249,198,76,11,U,953456.0,425.0,3.0,402.0,32.0,12049.0,31.0,38862602.0,15.0
37,239,ECU,IPI,3,169,198,76,33,KG,10000.0,10553.0,10000.0,7900.0,24711753.0,5066.0,74.0,497.0,75.0
37,239,ECU,IPI,3,169,198,5,11,U,1747.0,778.0,84.0,700.0,97.0,14077.0,43.0,44365597.0,13.0
3,239,ECU,BOG,4,169,198,25,33,KG,104.0,96.0,111.0,23.0,104.0,96.0,532.0,25.0,1676896.0
48,190,KOR,CTG,1,351,198,73,33,KG,6840.0,7373.0,6840.0,117029.0,66.0,375496685.0,9.0,0.0,0.0
3,850,VEN,BOG,4,850,104,11,11,U,300.0,78.0,88.0,78.0,1467.0,7.0,4611323.0,76.0,0.0
88,589,PER,BOG,4,589,198,76,11,U,14.0,6.0,49.0,5.0,98.0,350.0,1103021.0,5.0,282.0
48,245,ESP,CTG,1,741,198,13,11,U,126710.0,3162.0,45.0,2751.0,5.0,9366.0,5.0,29509907.0,57.0
90,589,PER,MDE,4,589,198,5,11,U,26000.0,56.0,55.0,89.0,691.0,6.0,2170005.0,65.0,0.0
35,341,HTI,BUN,1,434,199,76,33,KG,1725000.0,1731900.0,1725000.0,563625.0,1812278335.0,0.0,0.0,0.0,0.0
3,69,AUS,BOG,4,211,198,25,11,U,208.0,113.0,102.0,353.0,6.0,1116499.0,7.0,299.0,54.0
3,239,ECU,BOG,4,169,198,11,11,U,1075.0,246.0,56.0,218.0,26.0,4838.0,65.0,15292650.0,9.0
90,249,USA,BOG,4,211,198,5,11,U,11850.0,2214.0,6.0,1818.0,85.0,98985.0,1.0,312099059.0,9.0
3,196,CRI,BOG,4,249,199,11,11,U,3.0,1.0,34.0,1.0,34.0,5.0,49.0,17391.0,55.0
3,249,USA,BOG,4,249,198,11,33,KG,691.0,84.0,834.0,27.0,691.0,84.0,612.0,9.0,1912591.0
35,589,PER,BUN,1,741,198,76,33,KG,7773.0,89.0,8015.0,9.0,7773.0,89.0,23136.0,6.0,75194181.0
35,589,PER,BUN,1,467,198,11,33,KG,3000.0,3156.0,26.0,3000.0,6600.0,20595696.0,0.0,275.0,7.0
48,196,CRI,CTG,1,434,198,11,11,U,3232.0,854.0,17.0,837.0,5.0,1553.0,83.0,4896879.0,68.0
90,249,USA,MDE,4,249,198,5,11,U,6.0,4.0,3.0,3.0,9.0,172.0,47.0,540967.0,67.0
87,200,CUW,BAQ,1,628,199,11,33,KG,60.0,69.0,18.0,60.0,163.0,55.0,510367.0,58.0,0.0
90,149,CAN,MDE,4,105,198,5,11,U,278216.0,10721.0,10184.0,95.0,67389.0,75.0,210293758.0,3.0,65907.0
3,169,COL,BOG,3,169,199,11,11,U,129.0,14.0,68.0,14.0,68.0,516.0,9.0,1632160.0,7.0
3,245,ESP,BOG,4,249,198,25,33,KG,360.0,463.0,97.0,360.0,1500.0,4740780.0,0.0,0.0,0.0
90,245,ESP,BOG,4,249,199,5,11,U,21.0,2.0,25.0,1.0,77.0,278.0,4.0,873940.0,88.0
90,611,PRI,MDE,4,580,198,5,11,U,101.0,388.0,355.0,4463.0,13960576.0,41.0,0.0,0.0,0.0
3,399,JPN,BOG,4,580,198,11,11,U,58140.0,2880.0,48.0,2850.0,11436.0,8.0,35689220.0,6.0,11436.0
3,317,GTM,BOG,4,169,199,11,11,U,3.0,1.0,89.0,1.0,7.0,9.0,6.0,30145.0,82.0
3,580,PAN,BOG,4,580,198,11,33,KG,24.0,56.0,26.0,77.0,24.0,56.0,908.0,11.0,2848368.0
90,149,CAN,MDE,4,169,198,5,11,U,2420.0,448.0,3.0,403.0,1071.0,2.0,3442634.0,4.0,0.0
3,249,USA,BOG,4,249,198,11,11,U,90.0,30.0,22.0,27.0,9.0,783.0,2443398.0,48.0,0.0
48,196,CRI,CTG,1,741,198,5,33,KG,6612.0,48.0,6851.0,56.0,6612.0,48.0,10402.0,56.0,32921501.0
3,249,USA,BOG,4,249,198,11,11,U,271538.0,8547.0,32.0,8325.0,75.0,58276.0,83.0,181856344.0,6.0
3,105,BRA,BOG,4,105,198,11,33,KG,1739.0,2.0,2201.0,87.0,1739.0,2.0,6267.0,62.0,19746638.0
35,245,ESP,CTG,1,23,198,11,33,KG,3016.0,3071.0,17.0,3016.0,3696.0,26.0,11550664.0,64.0,0.0
37,239,ECU,IPI,3,169,198,11,11,U,1405.0,103.0,97.0,99.0,9.0,1794.0,45.0,5757600.0,49.0
37,239,ECU,IPI,3,239,198,8,11,U,30.0,6.0,8.0,5.0,94.0,112.0,2.0,360000.0,43.0
48,403,JOR,CTG,1,607,199,23,33,KG,3381.0,61.0,3623.0,6.0,3381.0,61.0,15666.0,53.0,49006002.0
35,211,CHL,BUN,1,434,198,5,33,KG,4000.0,4498.0,1.0,4000.0,9343.0,28.0,29306038.0,61.0,9064.0
3,589,PER,BOG,4,211,199,11,11,U,1.0,101.0,100.0,2144.0,6690480.0,64.0,0.0,0.0,0.0
3,628,GBR,BOG,4,573,198,25,11,U,7000.0,605.0,54.0,545.0,1560.0,4892924.0,4.0,1478.0,24.0
48,317,GTM,CTG,1,741,198,11,11,U,133.0,42.0,16.0,37.0,95.0,907.0,6.0,2910356.0,43.0
90,249,USA,MDE,4,169,198,5,33,KG,5094.0,5532.0,59.0,5094.0,16300.0,8.0,51146368.0,12.0,0.0
3,240,EGY,BOG,4,245,199,11,33,KG,4.0,4.0,4.0,93.0,56.0,294768.0,26.0,0.0,0.0
48,87,BEL,CTG,1,607,198,68,33,KG,20960.0,20968.0,20960.0,55681.0,74.0,175019958.0,8.0,0.0,0.0
35,97,BOL,BUN,1,607,198,5,33,KG,200.0,225.0,55.0,200.0,440.0,1374982.0,4.0,0.0,6.0
35,239,ECU,BUN,1,741,198,76,11,U,2764.0,5032.0,1.0,4635.0,91.0,14105.0,92.0,45844381.0,5.0
35,383,ISR,BUN,1,580,199,76,33,KG,20000.0,20715.0,20000.0,23200.0,73093456.0,22778.0,92.0,0.0,0.0
3,239,ECU,BOG,4,169,198,11,11,U,10.0,3.0,36.0,3.0,2.0,105.0,6.0,343173.0,6.0
89,850,VEN,CUC,3,850,198,68,33,KG,37000.0,38850.0,37000.0,20900.0,65941516.0,0.0,0.0,0.0,0.0
3,196,CRI,BOG,4,580,198,5,11,U,1449.0,148.0,7.0,124.0,4.0,27830.0,89294224.0,8.0,16896.0
48,337,GUY,CTG,1,607,198,13,33,KG,40000.0,43200.0,40000.0,84000.0,273000840.0,0.0,0.0,0.0,0.0
3,493,MEX,BOG,4,493,198,11,82,M2,13.0,5.0,,79.0,,75.0,29.0,61.0,93070.0
3,647,DOM,BOG,4,580,198,11,33,KG,1537.0,5.0,1794.0,34.0,1537.0,5.0,16159.0,56.0,51024133.0
48,345,HND,CTG,1,434,198,11,11,U,1210.0,234.0,31.0,223.0,69.0,2377.0,7724655.0,75.0,0.0
87,200,CUW,BAQ,1,607,199,8,33,KG,3332.0,3332.0,3332.0,5444.0,6.0,17153647.0,86.0,0.0,0.0
35,580,PAN,BUN,1,351,198,66,33,KG,13317.0,14796.0,65.0,13317.0,39308.0,2.0,123863343.0,9.0,0.0
3,149,CAN,BOG,4,253,198,11,11,U,750.0,52.0,34.0,240.0,757834.0,56.0,0.0,0.0,0.0
3,493,MEX,BOG,4,493,198,11,33,KG,761.0,49.0,812.0,23.0,761.0,49.0,9436.0,62.0,30246034.0
3,413,KWT,BOG,4,445,198,25,11,U,28250.0,330.0,300.0,7195.0,22452429.0,2.0,0.0,0.0,0.0
48,249,USA,CTG,1,434,198,11,33,KG,19041.0,13.0,20156.0,19041.0,13.0,72622.0,87.0,228870248.0,6.0
90,917,XCF,MDE,3,169,104,5,11,U,43.0,35.0,32.0,33.0,48.0,2000.0,8.0,6292952.0,8.0
3,149,CAN,BOG,4,249,198,25,11,U,13970.0,1064.0,957.0,6761.0,7.0,21309429.0,92.0,6761.0,7.0
3,676,RUS,BOG,4,244,198,25,11,U,1800.0,133.0,127.0,540.0,1750248.0,0.0,0.0,0.0,0.0
90,249,USA,MDE,4,105,198,5,11,U,18180.0,1454.0,21.0,1307.0,7869.0,9.0,24741626.0,84.0,7869.0
3,239,ECU,BOG,4,249,198,68,11,U,130.0,11.0,49.0,11.0,7.0,650.0,2047877.0,0.0,0.0
35,249,USA,BUN,1,628,198,76,33,KG,74404.0,44.0,80932.0,17.0,74404.0,44.0,133280.0,23.0,419910027.0
48,200,CUW,CTG,1,628,198,13,11,U,28000.0,74.0,73.0,63.0,34.0,321.0,27.0,1030814.0,7.0
48,211,CHL,CTG,1,434,198,13,33,KG,4698.0,5103.0,37.0,4698.0,17670.0,56695255.0,2.0,0.0,216.0
4,249,USA,BOG,4,249,199,68,11,U,466.0,1.0,5.0,1.0,2491.0,79.0,8097694.0,55.0,0.0
48,249,USA,CTG,1,23,198,5,11,U,20610.0,18690.0,17683.0,157957.0,86.0,497802616.0,2.0,0.0,0.0
35,589,PER,BUN,1,741,198,17,33,KG,3000.0,3210.0,3000.0,36900.0,115148664.0,36900.0,600.0,120.0,0.0
3,196,CRI,CTG,1,221,198,25,33,KG,8.0,38.0,9.0,23.0,8.0,38.0,1439.0,4.0,4496942.0
90,493,MEX,MDE,4,249,199,5,11,U,7.0,2.0,89.0,2.0,5.0,234.0,65.0,739283.0,59.0
48,493,MEX,CTG,1,434,198,73,33,KG,4320.0,4656.0,4320.0,43848.0,137023246.0,1.0,0.0,0.0,0.0
3,573,NLD,BOG,4,573,198,25,11,U,79425.0,2693.0,96.0,2425.0,11949.0,25.0,37288351.0,58.0,11588.0
3,548,NZL,BOG,4,211,198,11,11,U,175.0,24.0,19.0,420.0,1313789.0,4.0,0.0,0.0,0.0
35,493,MEX,BUN,1,434,198,76,33,KG,11043.0,54.0,12291.0,7.0,11043.0,54.0,22525.0,39.0,70291831.0
3,239,ECU,BOG,4,580,198,11,11,U,4200.0,12.0,54.0,10.0,95.0,738.0,3.0,2303909.0,44.0
90,589,PER,MDE,4,169,198,5,11,U,115.0,20.0,13.0,18.0,23.0,690.0,13.0,2172683.0,92.0
35,589,PER,BUN,1,628,198,68,11,U,590200.0,2315.0,1965.0,13850.0,65.0,43650184.0,96.0,0.0,180.0
87,218,TWN,CTG,1,741,198,8,82,M2,13288.0,9.0,89860.0,87370.0,63084.0,198808595.0,2.0,50871.0,5.0
35,888,COD,BUN,1,434,198,76,33,KG,91848.0,96.0,103037.0,37.0,91848.0,96.0,132258.0,429805435.0,5.0
3,399,JPN,BOG,4,249,198,11,11,U,52530.0,2202.0,1864.0,6380.0,7.0,20091661.0,74.0,0.0,0.0
3,196,CRI,BOG,4,169,198,25,82,M2,58.0,68.0,14.0,34.0,13.0,53.0,168.0,33.0,547030.0
48,317,GTM,CTG,1,90,198,5,33,KG,2718.0,5.0,2766.0,16.0,2718.0,5.0,135.0,427661.0,1.0
90,77,BHS,MDE,4,211,198,5,11,U,111.0,18.0,16.0,52.0,17.0,165267.0,25.0,0.0,0.0
37,239,ECU,IPI,3,169,198,5,11,U,272.0,83.0,27.0,74.0,95.0,1784.0,22.0,5609791.0,23.0
3,239,ECU,BOG,4,239,198,25,11,U,5.0,2.0,29.0,2.0,7.0,18.0,85.0,59304.0,73.0
48,345,HND,CTG,1,741,198,17,11,U,1.0,9.0,21.0,7.0,53.0,2.0,167610.0,85.0,0.0
35,239,ECU,BUN,1,580,198,11,11,U,20160.0,3696.0,3360.0,26812.0,8.0,84661952.0,25.0,0.0,1250.0
88,493,MEX,BOG,4,249,198,76,11,U,1032.0,467.0,53.0,364.0,25.0,9804.0,31803897.0,84.0,0.0
3,399,JPN,BOG,4,149,198,11,11,U,43640.0,1279.0,72.0,1225.0,8242.0,4.0,25738570.0,74.0,8242.0
41,386,ITA,TRB,1,434,198,5,33,KG,3479208.0,3818585.0,5.0,3479208.0,1497265.0,81.0,4714272492.0,1497265.0,81.0
48,245,ESP,CTG,1,741,198,5,11,U,14672.0,8524.0,48.0,8089.0,39.0,20409.0,58.0,64016484.0,51.0
3,676,RUS,BOG,4,827,198,25,11,U,1300.0,59.0,5.0,23.0,5.0,507.0,5.0,1628999.0,92.0
35,589,PER,BUN,1,23,198,11,33,KG,179.0,7.0,247.0,18.0,179.0,7.0,5019.0,9.0,15902340.0
35,239,ECU,BUN,1,741,198,76,33,KG,61601.0,43.0,71544.0,66.0,61601.0,43.0,139791.0,24.0,444391429.0
90,196,CRI,MDE,4,580,198,5,11,U,150.0,28.0,93.0,27.0,1432.0,23.0,4492175.0,7.0,1417.0
35,580,PAN,BUN,1,607,198,76,11,U,270.0,4536.0,38.0,4355.0,1.0,7919.0,1.0,24771499.0,13.0
3,580,PAN,BOG,4,169,198,11,33,KG,106.0,126.0,95.0,106.0,21058.0,4.0,65872149.0,27.0,20724.0
37,239,ECU,IPI,3,239,199,25,33,KG,1669.0,1797.0,36.0,1669.0,4194.0,5.0,13218924.0,8.0,0.0
37,239,ECU,IPI,3,169,199,5,33,KG,2800.0,2945.0,69.0,2800.0,6646.0,20849131.0,49.0,0.0,90.0
48,438,LBY,CTG,1,741,2,11,11,U,300.0,10.0,96.0,10.0,5.0,5.0,15602.0,8.0,0.0
3,644,CZE,BOG,4,445,198,11,11,U,7560.0,257.0,250.0,982.0,8.0,3066886.0,36.0,982.0,8.0
41,573,NLD,TRB,1,467,198,5,33,KG,1753695.0,1959587.0,99.0,1753695.0,981041.0,6.0,3073830081.0,981041.0,6.0
48,493,MEX,CTG,1,607,2,13,67,M3,75.0,106.0,2.0,102.0,22.0,5.0,71276.0,85.0,0.0
90,249,USA,MDE,4,169,198,5,33,KG,1095.0,1181.0,45.0,1095.0,5694.0,17865836.0,4.0,0.0,0.0
90,586,PRY,MDE,4,169,198,5,11,U,180.0,17.0,15.0,8.0,143.0,94.0,451480.0,76.0,0.0
48,647,DOM,CTG,1,628,198,25,33,KG,291.0,68.0,406.0,6.0,291.0,68.0,6312.0,9.0,19823705.0
87,249,USA,BAQ,4,580,198,47,33,KG,1221.0,4.0,1539.0,1221.0,4.0,26425.0,83082898.0,25.0,0.0
87,455,MYS,CTG,1,467,198,8,33,KG,25392.0,25400.0,25392.0,28406.0,72.0,89523494.0,1.0,0.0,1048.0
35,239,ECU,BUN,1,741,198,25,33,KG,7770.0,8716.0,7770.0,25245.0,74.0,82048907.0,45.0,20955.0,3.0
3,97,BOL,BOG,4,589,198,11,11,U,288.0,79.0,74.0,25.0,2505.0,6.0,8143225.0,5.0,0.0
48,97,BOL,CTG,1,741,198,11,33,KG,72.0,81.0,24.0,72.0,8691.0,95.0,27262214.0,25.0,8489.0
90,77,BHS,BOG,4,249,198,5,11,U,506.0,166.0,68.0,150.0,29.0,32369.0,73.0,105201946.0,2.0
3,249,USA,BOG,4,211,198,25,11,U,32150.0,318.0,6.0,285.0,863.0,2702838.0,65.0,0.0,0.0
3,23,DEU,BOG,4,249,198,5,11,U,2275.0,399.0,390.0,880.0,25.0,2782047.0,73.0,0.0,0.0
3,589,PER,BOG,4,169,198,25,11,U,842.0,291.0,36.0,261.0,58.0,5384.0,27.0,16801937.0,59.0
3,580,PAN,BOG,4,169,198,11,11,U,25.0,12.0,44.0,10.0,65.0,305.0,56.0,962251.0,59.0
3,611,PRI,BOG,4,249,198,11,11,U,5670.0,135.0,77.0,92.0,801.0,5.0,2525919.0,23.0,801.0
35,317,GTM,BUN,1,607,198,76,33,KG,4424.0,4877.0,45.0,4424.0,21520.0,8.0,69050777.0,97.0,17897.0
48,249,USA,CTG,1,43,198,13,33,KG,21384.0,23760.0,21384.0,14500.0,45696605.0,0.0,0.0,0.0,0.0
35,242,SLV,BUN,1,434,198,11,82,M2,355.0,5.0,40.0,57.0,38.0,78.0,335.0,18.0,1045949.0
37,239,ECU,IPI,3,239,198,66,33,KG,,29.0,,35.0,,29.0,62.0,16.0,196457.0
3,169,COL,BOG,3,169,198,11,11,U,17.0,9.0,14.0,9.0,14.0,206.0,18.0,646922.0,73.0
37,239,ECU,IPI,3,239,198,76,33,KG,1300.0,1371.0,1300.0,7933.0,53.0,24757056.0,37.0,0.0,985.0
37,239,ECU,IPI,3,239,199,25,11,U,1.0,2320.0,2320.0,22722.0,71813335.0,44.0,0.0,0.0,0.0
3,399,JPN,BOG,4,827,198,25,11,U,22800.0,622.0,16.0,560.0,3785.0,51.0,11991965.0,7.0,3673.0
37,97,BOL,BUN,1,589,198,25,11,U,1315.0,279.0,46.0,251.0,52.0,6632.0,16.0,20846337.0,95.0
87,911,XCF,BAQ,3,169,201,8,33,KG,8.0,1.0,8.0,9.0,8.0,1.0,105.0,332625.0,3.0
35,190,KOR,BUN,1,434,198,17,33,KG,19250.0,19415.0,19250.0,64102.0,5.0,200035697.0,4.0,0.0,1347.0
48,23,DEU,CTG,1,580,198,63,33,KG,15518.0,15801.0,15518.0,72627.0,55.0,229322941.0,7.0,0.0,3427.0
37,239,ECU,IPI,3,169,198,11,33,KG,2880.0,3059.0,2880.0,6448.0,17.0,20379570.0,24.0,0.0,1468.0
90,249,USA,MDE,4,249,198,5,33,KG,30.0,72.0,30.0,174.0,1.0,549724.0,23.0,0.0,0.0
87,493,MEX,CTG,1,580,198,8,33,KG,6315.0,25.0,8610.0,35.0,6315.0,25.0,157765.0,5.0,495585753.0
88,493,MEX,BUN,1,221,198,76,11,U,1245880.0,19947.0,6.0,17864.0,7.0,102225.0,63.0,322070025.0,4.0
90,589,PER,MDE,4,589,198,5,11,U,40.0,2.0,35.0,1.0,33.0,161.0,2.0,506198.0,62.0
3,190,KOR,BOG,4,827,198,11,11,U,35100.0,1172.0,91.0,721.0,5.0,6318.0,19839720.0,42.0,6318.0
35,538,NOR,BUN,1,741,198,63,33,KG,41925.0,41941.0,41925.0,109987.0,24.0,343221781.0,7.0,0.0,0.0
3,586,PRY,BOG,4,249,104,11,11,U,35.0,4.0,27.0,3.0,15.0,35.0,112299.0,6.0,0.0
3,249,USA,BOG,4,249,198,11,11,U,452900.0,22687.0,19986.0,116259.0,9.0,366207945.0,6.0,0.0,0.0
3,249,USA,BOG,4,211,198,5,11,U,3748.0,3188.0,99.0,2198.0,4.0,16528.0,6.0,52360290.0,79.0
37,239,ECU,IPI,3,239,198,5,11,U,4004.0,5076.0,5.0,4004.0,7.0,26840.0,84747836.0,8.0,0.0
3,249,USA,BOG,4,249,198,5,11,U,19.0,1.0,87.0,1.0,76.0,564.0,22.0,1769523.0,42.0
35,345,HND,BUN,1,467,199,17,11,U,87.0,3937.0,65.0,3828.0,17463.0,56.0,56756744.0,63.0,12789.0
37,239,ECU,IPI,3,169,198,76,33,KG,198929.0,207333.0,66.0,198929.0,195767.0,6.0,628040720.0,0.0,4790.0
3,670,ROU,BOG,4,850,104,11,11,U,1.0,1.0,75.0,1.0,5.0,1196.0,33.0,3733219.0,54.0
37,239,ECU,IPI,3,169,198,5,11,U,522.0,112.0,6.0,101.0,35.0,1976.0,76.0,6214728.0,3.0
88,580,PAN,BOG,4,580,198,76,11,U,744.0,255.0,86.0,222.0,77.0,7797.0,24570665.0,19.0,0.0
35,580,PAN,BUN,1,741,199,5,33,KG,346.0,380.0,65.0,346.0,2200.0,67.0,7151627.0,33.0,0.0
37,239,ECU,IPI,3,239,198,25,11,U,2.0,9.0,91.0,8.0,93.0,404.0,1.0,1261018.0,29.0
35,580,PAN,BUN,1,434,198,76,33,KG,24963.0,25159.0,24963.0,23097.0,46.0,75066975.0,97.0,0.0,670.0
3,27,ABW,BOG,4,580,198,11,33,KG,360.0,464.0,62.0,360.0,1656.0,5207137.0,44.0,0.0,0.0
35,249,USA,BUN,1,232,198,63,33,KG,19257.0,19422.0,19257.0,54171.0,28.0,171368677.0,4.0,0.0,0.0
3,676,RUS,BOG,4,573,198,11,11,U,800.0,26.0,10.0,,8.0,2521.0,45.0,0.0,0.0
48,493,MEX,CTG,1,434,198,5,11,U,164358.0,97878.0,8.0,93686.0,54.0,157736.0,16.0,495741872.0,7.0
90,249,USA,MDE,4,169,198,5,33,KG,661.0,2.0,774.0,6.0,661.0,2.0,4009.0,6.0,12841245.0
35,105,BRA,CTG,1,741,198,76,33,KG,13640.0,13864.0,83.0,13640.0,11349.0,45.0,35501874.0,6.0,0.0
48,249,USA,CTG,1,43,104,11,33,KG,9.0,11.0,9.0,11.0,9.0,11.0,,85.0,2652.0
48,647,DOM,CTG,1,741,198,11,33,KG,266.0,41.0,282.0,34.0,266.0,41.0,3841.0,93.0,12142496.0
3,589,PER,BOG,4,589,198,66,33,KG,115.0,5.0,146.0,115.0,5.0,2620.0,8175867.0,2.0,2080.0
37,239,ECU,IPI,3,169,198,11,82,M2,26.0,94.0,5.0,71.0,5.0,33.0,74.0,16.0,234047.0
48,391,JAM,CTG,1,580,198,11,11,U,10000.0,18.0,18.0,183.0,5.0,575760.0,61.0,0.0,0.0
35,97,BOL,BUN,1,607,198,76,11,U,600.0,2781.0,83.0,2670.0,3.0,8230.0,65.0,26747554.0,83.0
90,249,USA,MDE,4,211,198,5,11,U,720.0,117.0,105.0,429.0,2.0,1342567.0,64.0,0.0,0.0
3,27,ABW,BOG,4,211,198,25,33,KG,160.0,8.0,175.0,67.0,160.0,8.0,291.0,56.0,917288.0
3,169,COL,BOG,3,169,199,11,33,KG,23.0,51.0,23.0,51.0,23.0,51.0,763.0,65.0,2400319.0
35,580,PAN,BUN,1,467,198,5,33,KG,272.0,297.0,61.0,272.0,555.0,94.0,1783766.0,84.0,0.0
87,361,IND,CTG,1,467,199,25,33,KG,20460.0,20460.0,20460.0,22294.0,8.0,70463161.0,29.0,0.0,825.0
48,196,CRI,CTG,1,467,198,76,11,U,14.0,5310.0,5158.0,16504.0,53492764.0,8.0,0.0,1308.0,42.0
35,211,CHL,BUN,1,580,198,76,33,KG,139720.0,140032.0,139720.0,17834.0,89.0,57806445.0,46.0,0.0,0.0
90,589,PER,MDE,4,169,198,25,11,U,14.0,7.0,43.0,6.0,7.0,177.0,66.0,559893.0,71.0
90,589,PER,MDE,4,169,198,5,11,U,1.0,32.0,35.0,22.0,5.0,1000.0,3120560.0,0.0,0.0
